uid,question,subject,props,query,tag,answers
6473,Whose daughter is Daenerys?,Q2708078,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q2708078 wdt:P25 ?answer
}",1-hop,Q23746012
6475,Whose son is Vladimir Monomakh?,Q60928,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q60928 wdt:P25 ?answer
}",1-hop,Q4301841
6476,Whose son is Ismail?,Q470988,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q470988 wdt:P25 ?answer
}",1-hop,Q1711668
6477,In which the holding company is NLMK?,Q48681940,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q48681940 wdt:P749 ?answer
}",1-hop,Q1768082
6478,Where is the virgin buried?,Q345,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q345 wdt:P119 ?answer
}",1-hop,Q968028
6479,What genre of literature does b Scott Ivanhoe's work belong to?,Q840974,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q840974 wdt:P136 ?answer
}",1-hop,Q192239
6480,What movie company makes the X-Men?,Q2006869,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q2006869 wdt:P272 ?answer
}",1-hop,Q434841
6481,What noble title did the Spanish artist Salvador Dali have?,Q5577,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q5577 wdt:P97 ?answer
}",1-hop,Q157802
6482,What title was awarded to Valentina Tereshkova the first woman to conquer space?,Q44371,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q44371 wdt:P166 ?answer
}",1-hop,"Q178473, Q185493, Q209896, Q478850, Q530008, Q534981, Q583881, Q612907, Q694401, Q728960, Q791135, Q1311063, Q1415232, Q1428575, Q1992013, Q2028781, Q2268261, Q2300740, Q2638119, Q2660844, Q4193236, Q9387384, Q18080427, Q18080429, Q18080431, Q21405589, Q89211387"
6483,Where is the Bermuda triangle?,Q43708,wdt:P706,"SELECT ?answer 
WHERE {
  wd:Q43708 wdt:P706 ?answer
}",1-hop,Q97
6484,Where is the Delta of the Neva river?,Q645,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q645 wdt:P403 ?answer
}",1-hop,Q27698
6485,Where is the grave of Alexander Nevsky?,Q174044,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q174044 wdt:P119 ?answer
}",1-hop,Q946428
6486,Where is the mouth of the Yenisei river?,Q78707,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q78707 wdt:P403 ?answer
}",1-hop,Q33629
6487,Who is the father of actress Eve Hewson?,Q3735288,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q3735288 wdt:P22 ?answer
}",1-hop,Q834621
6491,In what sea is the island of Cyprus located?,Q229,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q229 wdt:P206 ?answer
}",1-hop,Q4918
6492,In what sea is the Grenadines island chain located?,Q503482,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q503482 wdt:P206 ?answer
}",1-hop,Q1247
6494,To what artistic direction belongs to the works of Mozart?,Q254,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q254 wdt:P135 ?answer
}",1-hop,Q17723
6495,Which Studio made the film Royal Corgi?,Q55635487,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q55635487 wdt:P272 ?answer
}",1-hop,"Q515869, Q25060578"
6496,What historical period follows the Jurassic?,Q45805,wdt:P156,"SELECT ?answer 
WHERE {
  wd:Q45805 wdt:P156 ?answer
}",1-hop,Q44626
6497,Who is the architect of the Strelki exchange building on Vasilievsky island?,Q2652905,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q2652905 wdt:P84 ?answer
}",1-hop,Q393864
6499,Who is the cameraman of the movie Mirror?,Q838149,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q838149 wdt:P344 ?answer
}",1-hop,Q4393561
6500,In what sport was Yevgeny Kafelnikov famous?,Q207705,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q207705 wdt:P641 ?answer
}",1-hop,"Q847, Q5377, Q80131"
6502,What genre of visual art did artist Ilya Mashkov work in?,Q2704611,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q2704611 wdt:P136 ?answer
}",1-hop,"Q134307, Q170571, Q191163"
6503,In what genre is The free shooter written?,Q156435,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q156435 wdt:P136 ?answer
}",1-hop,Q207591
6505,In what genre did Tom Ford shoot his film under the cover of night?,Q21527905,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q21527905 wdt:P136 ?answer
}",1-hop,"Q130232, Q2254193, Q52207399"
6506,Where was Catherine 2 born?,Q36450,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q36450 wdt:P19 ?answer
}",1-hop,Q393
6507,What Soviet film Studio made the film Gentlemen of fortune?,Q625110,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q625110 wdt:P272 ?answer
}",1-hop,Q141336
6508,Which city is the capital of the Republic of Dagestan?,Q5118,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q5118 wdt:P36 ?answer
}",1-hop,Q5168
6509,Which city is the capital of the Republic of Ingushetia?,Q5219,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q5219 wdt:P36 ?answer
}",1-hop,Q5222
6510,Which city is the capital of the Republic of Tatarstan?,Q5481,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q5481 wdt:P36 ?answer
}",1-hop,Q900
6511,What city is the capital of the state of Arkansas?,Q1612,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q1612 wdt:P36 ?answer
}",1-hop,Q33405
6512,Which city is the capital of Australia?,Q408,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q408 wdt:P36 ?answer
}",1-hop,Q3114
6513,What religion do the Japanese profess?,Q161652,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q161652 wdt:P140 ?answer
}",1-hop,"Q748, Q427945, Q2279088"
6514,Who is the architect of the Hermitage Museum in St. Petersburg?,Q132783,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q132783 wdt:P84 ?answer
}",1-hop,Q299687
6516,Who composed the Classical Symphony?,Q163571,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q163571 wdt:P86 ?answer
}",1-hop,Q49481
6517,Who composed the Farewell Symphony?,Q234880,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q234880 wdt:P86 ?answer
}",1-hop,Q7349
6518,Who is the author of the ballet Cinderella?,Q144545,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q144545 wdt:P86 ?answer
}",1-hop,Q49481
6519,What languages are spoken in Switzerland?,Q39,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q39 wdt:P37 ?answer
}",1-hop,"Q150, Q188, Q652, Q13199"
6521,What language is spoken in Vienna?,Q1741,wdt:P2936,"SELECT ?answer 
WHERE {
  wd:Q1741 wdt:P2936 ?answer
}",1-hop,Q188
6523,In which capital is The Oguzkhan Palace located?,Q3043695,wdt:P131,"SELECT ?answer 
WHERE {
  wd:Q3043695 wdt:P131 ?answer
}",1-hop,Q23438
6524,In which capital was Griboyedov killed?,Q15001,wdt:P20,"SELECT ?answer 
WHERE {
  wd:Q15001 wdt:P20 ?answer
}",1-hop,Q3616
6525,In which country was football born?,Q2736,wdt:P495,"SELECT ?answer 
WHERE {
  wd:Q2736 wdt:P495 ?answer
}",1-hop,Q174193
6527,In which direction did Viktor Tsoi sing?,Q487125,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q487125 wdt:P136 ?answer
}",1-hop,"Q11399, Q187760, Q598929"
6528,In which direction was Sinatra singing?,Q40912,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q40912 wdt:P136 ?answer
}",1-hop,"Q8341, Q9759, Q203775, Q207378, Q1196752, Q1530455"
6529,In what direction did Lermontov write?,Q46599,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q46599 wdt:P135 ?answer
}",1-hop,Q37068
6530,In what direction did Salvador Dali work?,Q5577,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q5577 wdt:P135 ?answer
}",1-hop,Q39427
6535,What style did Rastrelli build in?,Q299687,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q299687 wdt:P135 ?answer
}",1-hop,Q37853
6537,Where is the tomb of Napoleon?,Q517,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q517 wdt:P119 ?answer
}",1-hop,Q4992220
6538,Where is Peter 1 buried?,Q8479,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q8479 wdt:P119 ?answer
}",1-hop,Q736587
6539,What dynasty was Peter 1 from?,Q8479,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q8479 wdt:P53 ?answer
}",1-hop,Q112707
6540,What is plasticine made of?,Q840688,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q840688 wdt:P527 ?answer
}",1-hop,"Q161179, Q177540, Q223197, Q583582, Q1055000"
6541,What genre does I. S. Turgenev's work Fathers and children belong to?,Q29424,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q29424 wdt:P136 ?answer
}",1-hop,Q8261
6542,Which band performs the song Hotel California?,Q780394,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q780394 wdt:P175 ?answer
}",1-hop,Q189635
6544,What is the cause of Vladimir Etush's death?,Q2545982,wdt:P509,"SELECT ?answer 
WHERE {
  wd:Q2545982 wdt:P509 ?answer
}",1-hop,Q181754
6545,What is the cause of Sergei Zakharov's death?,Q3329763,wdt:P509,"SELECT ?answer 
WHERE {
  wd:Q3329763 wdt:P509 ?answer
}",1-hop,Q181754
6546,What was Stalin's military rank?,Q855,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q855 wdt:P410 ?answer
}",1-hop,"Q125168, Q1501888"
6548,What is Gradsky's voice like?,Q1964661,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q1964661 wdt:P412 ?answer
}",1-hop,"Q1471878, Q3983766"
6549,What kind of voice does Leps have?,Q1187527,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q1187527 wdt:P412 ?answer
}",1-hop,Q31687
6551,Which city is the capital of Israel?,Q801,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q801 wdt:P36 ?answer
}",1-hop,Q1218
6552,Which city is the capital of Kazakhstan?,Q232,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q232 wdt:P36 ?answer
}",1-hop,Q1520
6553,Which city is the capital of Canada?,Q16,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q16 wdt:P36 ?answer
}",1-hop,Q1930
6555,Which city is the capital of the state of Louisiana?,Q1588,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q1588 wdt:P36 ?answer
}",1-hop,Q28218
6556,What is the singing voice of Dmitri Hvorostovsky?,Q333201,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q333201 wdt:P412 ?answer
}",1-hop,Q31687
6557,What is the title worn by Catherine 2?,Q36450,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q36450 wdt:P97 ?answer
}",1-hop,Q2618625
6559,Who does Volvo belong to?,Q163810,wdt:P127,"SELECT ?answer 
WHERE {
  wd:Q163810 wdt:P127 ?answer
}",1-hop,Q739000
6560,Who is the architect of St. Isaac's Cathedral?,Q215423,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q215423 wdt:P84 ?answer
}",1-hop,Q767288
6561,Who is the architect of the Kazan Cathedral?,Q404571,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q404571 wdt:P84 ?answer
}",1-hop,"Q51199, Q4228172"
6562,Who was Ivan the terrible's mother?,Q7996,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q7996 wdt:P25 ?answer
}",1-hop,Q240150
6564,Who made the first printing press?,Q144334,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q144334 wdt:P61 ?answer
}",1-hop,Q8958
6567,Who painted the Mona Lisa?,Q12418,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q12418 wdt:P170 ?answer
}",1-hop,Q762
6568,Who painted the picture of the Three heroes?,Q4089077,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q4089077 wdt:P170 ?answer
}",1-hop,Q204138
6569,Who is the cameraman of the film I'm walking in Moscow?,Q244999,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q244999 wdt:P344 ?answer
}",1-hop,Q2382967
6570,Who founded the Toyota company?,Q53268,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q53268 wdt:P112 ?answer
}",1-hop,Q358556
6571,Who is Naruto's father?,Q931,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q931 wdt:P22 ?answer
}",1-hop,Q700540
6572,Who made the film Kursk?,Q28974564,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q28974564 wdt:P57 ?answer
}",1-hop,Q314287
6574,Who is the author of the last day of Pompeii?,Q2521909,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q2521909 wdt:P170 ?answer
}",1-hop,Q4768
6575,Where does the Great river go?,Q23550,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q23550 wdt:P403 ?answer
}",1-hop,Q1144905
6576,What languages are spoken in Thailand?,Q869,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q869 wdt:P37 ?answer
}",1-hop,Q9217
6577,What languages are spoken in India?,Q668,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q668 wdt:P37 ?answer
}",1-hop,"Q1568, Q1860"
6578,What languages are spoken in Canada?,Q16,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q16 wdt:P37 ?answer
}",1-hop,"Q150, Q1860"
6579,What languages are spoken in France?,Q142,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q142 wdt:P37 ?answer
}",1-hop,Q150
6581,On which river is Berlin located?,Q64,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q64 wdt:P206 ?answer
}",1-hop,"Q1682, Q1684, Q161455, Q300875, Q316287, Q324404, Q562206, Q671428, Q694789, Q697916, Q821135, Q1532109, Q1538524, Q1646276, Q3908364"
6582,What language is spoken in Austria?,Q40,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q40 wdt:P37 ?answer
}",1-hop,"Q188, Q36668"
6583,What language is spoken in Brazil?,Q155,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q155 wdt:P37 ?answer
}",1-hop,"Q5146, Q750553, Q3436689"
6584,What language is spoken in Egypt?,Q79,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q79 wdt:P37 ?answer
}",1-hop,Q13955
6585,What language is spoken in Montenegro?,Q236,wdt:P37,"SELECT ?answer 
WHERE {
  wd:Q236 wdt:P37 ?answer
}",1-hop,Q8821
6586,What is the Spook's original language?,Q11835640,wdt:P407,"SELECT ?answer 
WHERE {
  wd:Q11835640 wdt:P407 ?answer
}",1-hop,Q809
6588,Who is the author of the poem Winter is angry for a reason?,Q19167592,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q19167592 wdt:P50 ?answer
}",1-hop,Q37217
6589,What battles did Suvorov participate in?,Q154232,wdt:P607,"SELECT ?answer 
WHERE {
  wd:Q154232 wdt:P607 ?answer
}",1-hop,"Q78994, Q858913, Q1025134, Q1088879, Q1194172, Q1347209, Q1985387, Q2234632, Q2372093, Q2914954"
6590,In which country was basketball created?,Q5372,wdt:P495,"SELECT ?answer 
WHERE {
  wd:Q5372 wdt:P495 ?answer
}",1-hop,Q30
6592,In what direction did Alexander Blok write?,Q164765,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q164765 wdt:P135 ?answer
}",1-hop,Q164800
6593,In what direction did van Gogh work?,Q5582,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q5582 wdt:P135 ?answer
}",1-hop,"Q80113, Q166713"
6594,Who painted the picture of the Girl with peaches?,Q4156438,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q4156438 wdt:P170 ?answer
}",1-hop,Q217128
6595,Who is the author of the Mona Lisa?,Q12418,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q12418 wdt:P170 ?answer
}",1-hop,Q762
6596,Who drew the black square?,Q1170315,wdt:P170,"SELECT ?answer 
WHERE {
  wd:Q1170315 wdt:P170 ?answer
}",1-hop,Q130777
6598,Who developed the cell theory?,Q177935,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q177935 wdt:P61 ?answer
}",1-hop,"Q76432, Q76745, Q76747"
6599,In what units is mass measured?,Q11423,wdt:P8111,"SELECT ?answer 
WHERE {
  wd:Q11423 wdt:P8111 ?answer
}",1-hop,Q11570
